Name,Sex,NOC,Year,Sport,Event,Medal,GDP,Population
Bradley Darrell Schumacher,M,USA,1996,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,8.07E+12,269700000
Bradley Darrell Schumacher,M,USA,1996,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,8.07E+12,269700000
Jochen Schmann,M,GER,1996,Sailing,Sailing Mixed Three Person Keelboat,Gold,2.50E+12,81820000
Ralf Schumann,M,GER,1996,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Gold,2.50E+12,81820000
"William Douglas ""Tripp"" Schwenk, III",M,USA,1996,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,8.07E+12,269700000
Antonio Scull Hernndez,M,CUB,1996,Baseball,Baseball Men's Baseball,Gold,2.50E+10,10990000
Briana Collette Scurry,F,USA,1996,Football,Football Women's Football,Gold,8.07E+12,269700000
Kateryna Olehivna Serebrianska,F,UKR,1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold,4.46E+10,51060000
Sergey Aleksandrovich Sharikov,M,RUS,1996,Fencing,"Fencing Men's Sabre, Team",Gold,3.92E+11,148200000
Rustam Khalimdzhanovych Sharipov,M,UKR,1996,Gymnastics,Gymnastics Men's Parallel Bars,Gold,4.46E+10,51060000
Dmitry Stepanovich Shevchenko,M,RUS,1996,Fencing,"Fencing Men's Foil, Team",Gold,3.92E+11,148200000
Ghada Shouaa,F,SYR,1996,Athletics,Athletics Women's Heptathlon,Gold,1.38E+10,14750000
"Jacqueline Louise ""Jackie"" da Cruz Silva",F,BRA,1996,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold,1.46E+12,162000000
Sim Gwon-Ho,M,KOR,1996,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Gold,6.10E+11,45520000
Heather Lee Simmons-Carrasco,F,USA,1996,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,8.07E+12,269700000
Diederik Rudolf Simon,M,NED,1996,Rowing,Rowing Men's Coxed Eights,Gold,4.51E+11,15490000
Kate Elizabeth Slatter (-Allen),F,AUS,1996,Rowing,Rowing Women's Coxless Pairs,Gold,4.00E+13,18310000
Franke Sloothaak,M,GER,1996,Equestrianism,"Equestrianism Mixed Jumping, Team",Gold,2.50E+12,81820000
Irfan Smajlagi,M,CRO,1996,Handball,Handball Men's Handball,Gold,1.39E+10,4581000
Julie M. Smith,F,USA,1996,Softball,Softball Women's Softball,Gold,8.07E+12,269700000
LaMont Smith,M,USA,1996,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,8.07E+12,269700000
Michele Mary Smith,F,USA,1996,Softball,Softball Women's Softball,Gold,8.07E+12,269700000
Michelle Marie Smith (-De Bruin),F,IRL,1996,Swimming,Swimming Women's 400 metres Freestyle,Gold,7.58E+10,3620000
Michelle Marie Smith (-De Bruin),F,IRL,1996,Swimming,Swimming Women's 200 metres Individual Medley,Gold,7.58E+10,3620000
Michelle Marie Smith (-De Bruin),F,IRL,1996,Swimming,Swimming Women's 400 metres Individual Medley,Gold,7.58E+10,3620000
Hocine Soltani,M,ALG,1996,Boxing,Boxing Men's Lightweight,Gold,4.69E+10,29270000
Jana Sorgers (-Rau),F,GER,1996,Rowing,Rowing Women's Quadruple Sculls,Gold,2.50E+12,81820000
Doina Tudora Sprcu (-Craciun),F,ROU,1996,Rowing,Rowing Women's Coxed Eights,Gold,3.69E+10,22660000
Dawn Michelle Staley,F,USA,1996,Basketball,Basketball Women's Basketball,Gold,8.07E+12,269700000
"Katherine ""Kate"" Starre",F,AUS,1996,Hockey,Hockey Women's Hockey,Gold,4.00E+13,18310000
"Kathryn Suzanne ""Katy"" Steding",F,USA,1996,Basketball,Basketball Women's Basketball,Gold,8.07E+12,269700000
Kent C. Steffes,M,USA,1996,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,8.07E+12,269700000
Andr Steiner,M,GER,1996,Rowing,Rowing Men's Quadruple Sculls,Gold,2.50E+12,81820000
Rochelle Stevens,F,USA,1996,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,8.07E+12,269700000
Megan Leanne Still (-Marcks),F,AUS,1996,Rowing,Rowing Women's Coxless Pairs,Gold,4.00E+13,18310000
John Houston Stockton,M,USA,1996,Basketball,Basketball Men's Basketball,Gold,8.07E+12,269700000
Shelly B. Stokes,F,USA,1996,Softball,Softball Women's Softball,Gold,8.07E+12,269700000
Kerri Allyson Strug (-Fischer),F,USA,1996,Gymnastics,Gymnastics Women's Team All-Around,Gold,8.07E+12,269700000
Ricky Achmad Subagja,M,INA,1996,Badminton,Badminton Men's Doubles,Gold,2.27E+11,199900000
Jill Sudduth,F,USA,1996,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,8.07E+12,269700000
Vladimir ujster,M,CRO,1996,Handball,Handball Men's Handball,Gold,1.39E+10,4581000
Naim Sleymanolu,M,TUR,1996,Weightlifting,Weightlifting Men's Featherweight,Gold,1.82E+11,62340000
Sun Fuming,F,CHN,1996,Judo,Judo Women's Heavyweight,Gold,8.64E+11,1218000000
Gitte Jensby Sunesen,F,DEN,1996,Handball,Handball Women's Handball,Gold,1.88E+11,5251000
Bruny Surin,M,CAN,1996,Athletics,Athletics Men's 4 x 100 metres Relay,Gold,1.17E+12,29164152
Sheryl Denice Swoopes,F,USA,1996,Basketball,Basketball Women's Basketball,Gold,8.07E+12,269700000
Tymur Borysovych Taimazov,M,UKR,1996,Weightlifting,Weightlifting Men's Heavyweight II,Gold,4.46E+10,51060000
Robert Blyth Tait,M,NZL,1996,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,7.01E+10,3732000
Anca Tnase (-Ruican),F,ROU,1996,Rowing,Rowing Women's Coxed Eights,Gold,3.69E+10,22660000
Anne Dorthe Tanderup,F,DEN,1996,Handball,Handball Women's Handball,Gold,1.88E+11,5251000
Tang Lingsheng,M,CHN,1996,Weightlifting,Weightlifting Men's Bantamweight,Gold,8.64E+11,1218000000
Sheila Christine Taormina,F,USA,1996,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,8.07E+12,269700000
Cristina Teuscher,F,USA,1996,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,8.07E+12,269700000
Monica Theodorescu,F,GER,1996,Equestrianism,"Equestrianism Mixed Dressage, Team",Gold,2.50E+12,81820000
Margot A. Thien,F,USA,1996,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,8.07E+12,269700000
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,USA,1996,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,8.07E+12,269700000
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,USA,1996,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,8.07E+12,269700000
"Jennifer Elisabeth ""Jenny"" Thompson (-Cumpelik)",F,USA,1996,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,8.07E+12,269700000
Josia Thugwane,M,RSA,1996,Athletics,Athletics Men's Marathon,Gold,1.48E+11,42240000
Davide Tizzano,M,ITA,1996,Rowing,Rowing Men's Double Sculls,Gold,1.31E+12,56840000
James Bruce Tomkins,M,AUS,1996,Rowing,Rowing Men's Coxless Fours,Gold,4.00E+13,18310000
Liane Marianne Tooth,F,AUS,1996,Hockey,Hockey Women's Hockey,Gold,4.00E+13,18310000
"Gwendolyn Lenna ""Gwen"" Torrence (-Waller, -Smith)",F,USA,1996,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,8.07E+12,269700000
Regla Radameris Torres Herrera,F,CUB,1996,Volleyball,Volleyball Women's Volleyball,Gold,2.50E+10,10990000
Giovanna Trillini,F,ITA,1996,Fencing,"Fencing Women's Foil, Team",Gold,1.31E+12,56840000
Dmitry Vladimirovich Trush,M,RUS,1996,Gymnastics,Gymnastics Men's Team All-Around,Gold,3.92E+11,148200000
Scott Eric Tucker,M,USA,1996,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold,8.07E+12,269700000
"Danielle M. ""Dani"" Tyler",F,USA,1996,Softball,Softball Women's Softball,Gold,8.07E+12,269700000
Luis Ulacia lvarez,M,CUB,1996,Baseball,Baseball Men's Baseball,Gold,2.50E+10,10990000
Melanie M. Valerio,F,USA,1996,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,8.07E+12,269700000
"Sebastiaan Jacques Henri ""Bas"" van de Goor",M,NED,1996,Volleyball,Volleyball Men's Volleyball,Gold,4.51E+11,15490000
Mike Willem Frank van de Goor,M,NED,1996,Volleyball,Volleyball Men's Volleyball,Gold,4.51E+11,15490000
Taco Hajo van den Honert,M,NED,1996,Hockey,Hockey Men's Hockey,Gold,4.51E+11,15490000
"Roelof Anttonius ""Olof"" van der Meulen",M,NED,1996,Volleyball,Volleyball Men's Volleyball,Gold,4.51E+11,15490000
"Cornelis Pieter ""Niels"" van der Zwan",M,NED,1996,Rowing,Rowing Men's Coxed Eights,Gold,4.51E+11,15490000
Amy Deloris Van Dyken (-Rouen),F,USA,1996,Swimming,Swimming Women's 50 metres Freestyle,Gold,8.07E+12,269700000
Amy Deloris Van Dyken (-Rouen),F,USA,1996,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,8.07E+12,269700000
Amy Deloris Van Dyken (-Rouen),F,USA,1996,Swimming,Swimming Women's 100 metres Butterfly,Gold,8.07E+12,269700000
Amy Deloris Van Dyken (-Rouen),F,USA,1996,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,8.07E+12,269700000
Tycho van Meer,M,NED,1996,Hockey,Hockey Men's Hockey,Gold,4.51E+11,15490000
Wouter van Pelt,M,NED,1996,Hockey,Hockey Men's Hockey,Gold,4.51E+11,15490000
Niels Henning van Steenis,M,NED,1996,Rowing,Rowing Men's Coxed Eights,Gold,4.51E+11,15490000
Remco van Wijk,M,NED,1996,Hockey,Hockey Men's Hockey,Gold,4.51E+11,15490000
Lzaro Vargas lvarez,M,CUB,1996,Baseball,Baseball Men's Baseball,Gold,2.50E+10,10990000
Dmitry Andreyevich Vasilenko,M,RUS,1996,Gymnastics,Gymnastics Men's Team All-Around,Gold,3.92E+11,148200000
Stephan Patrick Veen,M,NED,1996,Hockey,Hockey Men's Hockey,Gold,4.51E+11,15490000
Tisha Lea Venturini,F,USA,1996,Football,Football Women's Football,Gold,8.07E+12,269700000
Maria Valentina Vezzali,F,ITA,1996,Fencing,"Fencing Women's Foil, Team",Gold,1.31E+12,56840000
Begoa Va Dufresne Perea,F,ESP,1996,Sailing,Sailing Women's Two Person Dinghy,Gold,6.43E+11,39810000
Hctor Vinent Chron,M,CUB,1996,Boxing,Boxing Men's Light-Welterweight,Gold,2.50E+10,10990000
"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,NED,1996,Hockey,Hockey Men's Hockey,Gold,4.51E+11,15490000
Stephan Volkert,M,GER,1996,Rowing,Rowing Men's Quadruple Sculls,Gold,2.50E+12,81820000
Aleksey Nikolayevich Voropayev,M,RUS,1996,Gymnastics,Gymnastics Men's Team All-Around,Gold,3.92E+11,148200000
Wang Junxia,F,CHN,1996,Athletics,"Athletics Women's 5,000 metres",Gold,8.64E+11,1218000000
Andreas Wecker,M,GER,1996,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,2.50E+12,81820000
Ulla Werbrouck,F,BEL,1996,Judo,Judo Women's Half-Heavyweight,Gold,3.76E+11,10140000
Isabelle Regina Werth,F,GER,1996,Equestrianism,"Equestrianism Mixed Dressage, Individual",Gold,2.50E+12,81820000
